4.0,0.0,9.04                  
4.1,0.0,9.20                  
4.0,0.0,9.00                  
4.1,0.0,9.25                  
4.2,0.0,9.09                  
4.1,0.0,9.25                  
4.0,0.0,9.25                  
4.0,0.0,9.30                  
4.0,0.0,9.12                  
4.0,0.0,9.29                  
4.1,0.0,9.35                  
4.1,0.0,9.35                  
4.1,0.0,9.07                  
4.1,0.0,9.27                  
4.1,0.0,9.12                  
4.2,0.0,9.29                  
4.1,0.0,9.48                  
4.0,0.0,9.26                  
4.0,0.0,9.27                  
4.0,0.0,9.19                  
4.1,0.0,9.32                  
4.1,0.0,9.27                  
4.1,0.0,9.35                  
4.1,0.0,9.53                  
4.0,0.0,9.13                  
4.2,0.0,9.38                  
4.1,0.0,9.30                  
4.0,0.0,9.22                  
4.1,0.0,9.23                  
4.0,0.0,9.25                  
4.1,0.0,9.30                  
4.1,0.0,9.33                  
4.1,0.0,9.30                  
4.0,0.0,9.12                  
4.0,0.0,9.33                  
4.1,0.0,9.27                  
4.0,0.0,9.31                  
3.9,0.0,9.30                  
4.1,0.0,9.33                  
4.0,0.0,9.33                  
4.0,0.0,9.28                  
4.1,0.0,9.33                  
4.0,0.0,9.25                  
4.0,0.0,9.31                  
4.0,0.0,9.36                  
4.0,0.0,9.35                  
3.9,0.0,9.31                  
3.9,0.0,9.39                  
3.9,0.0,9.39                  
3.9,0.0,9.28                  
3.9,0.0,9.42                  
3.9,0.0,9.22                  
3.9,0.0,9.41                  
3.8,0.0,9.42                  
3.8,0.0,9.42                  
3.9,0.0,9.62                  
3.9,0.0,9.33                  
3.9,0.0,9.45                  
3.9,0.0,9.30                  
3.9,0.0,9.45                  
3.9,0.0,9.21                  
3.5,0.0,9.39                  
3.4,0.0,9.30                  
3.5,0.0,9.07                  
3.4,0.0,9.10                  
3.4,0.0,8.94                  
3.4,0.0,9.33                  
3.5,0.0,9.34                  
3.5,0.0,9.33                  
3.4,0.0,9.16                  
3.4,0.0,9.13                  
3.5,0.0,9.00                  
3.4,0.0,9.29                  
3.4,0.0,9.30                  
3.4,0.0,9.32                  
3.4,0.0,9.07                  
3.5,0.0,9.20                  
3.5,0.0,9.20                  
3.4,0.0,9.27                  
3.4,0.0,9.27                  
3.4,0.0,9.27                  
4.3,0.0,9.27                  
4.3,0.0,9.23                  
3.9,0.0,9.37                  
4.3,0.0,9.38                  
3.9,0.0,9.19                  
4.4,0.0,9.30                  
3.9,0.0,9.16                  
4.3,0.0,9.25                  
4.3,0.0,9.22                  
3.9,0.0,9.11                  
4.4,0.0,9.23                  
4.3,0.0,9.23                  
3.9,0.0,9.07                  
3.5,0.0,9.21                  
3.3,0.0,9.33                  
2.8,0.0,9.16                  
100.0,0.0,9.34                
100.0,0.0,9.38                
100.0,0.0,9.48                
100.0,0.0,9.42                
100.0,0.0,9.39                
100.0,0.0,9.44                
99,0.0,9.39                   
99,0.0,9.48                   
99,0.0,10.19                  
99,0.0,10.73                  
99,0.0,10.27                  
99,0.0,10.93                  
99,0.0,10.33                  
99,0.0,10.44                  
99,0.0,9.84                   
99,0.0,10.91                  
99,0.0,10.32                  
99,0.0,10.59                  
99,0.0,10.15                  
99,0.0,10.48                  
99,0.0,10.70                  
99,0.0,10.79                  
99,0.0,10.24                  
99,0.0,10.79                  
99,0.0,9.79                   
99,0.0,10.24                  
99,0.0,10.48                  
99,0.0,9.81                   
99,0.0,9.70                   
99,0.0,10.30                  
99,0.0,10.73                  
99,0.0,10.68                  
99,0.0,10.57                  
99,0.0,10.71                  
99,0.0,9.64                   
99,0.0,10.15                  
99,0.0,10.62                  
99,0.0,10.66                  
99,0.0,9.88                   
99,0.0,9.48                   
99,0.0,10.46                  
99,0.0,9.46                   
99,0.0,10.13                  
99,0.0,10.32                  
99,0.0,9.61                   
99,0.0,10.28                  
99,0.0,10.04                  
99,0.0,9.68                   
99,0.0,10.62                  
99,0.0,10.02                  
99,0.0,10.41                  
99,0.0,9.79                   
99,0.0,10.64                  
99,0.0,10.30                  
99,0.0,10.26                  
99,0.0,10.51                  
99,0.0,10.41                  
99,0.0,9.68                   
99,0.0,9.52                   
99,0.0,10.70                  
99,0.0,9.72                   
99,0.0,10.51                  
99,0.0,9.55                   
99,0.0,10.68                  
99,0.0,10.33                  
99,0.0,10.64                  
99,0.0,10.61                  
99,0.0,10.50                  
99,0.0,10.08                  
99,0.0,10.10                  
99,0.0,9.64                   
99,0.0,9.59                   
99,0.0,10.44                  
99,0.0,9.86                   
99,0.0,10.53                  
99,0.0,9.61                   
99,0.0,10.19                  
99,0.0,9.81                   
99,0.0,9.55                   
99,0.0,9.53                   
99,0.0,10.51                  
99,0.0,9.64                   
99,0.0,9.59                   
99,0.0,10.59                  
99,0.0,9.21                   
99,0.0,9.19                   
99,0.0,10.01                  
99,0.0,9.70                   
99,0.0,10.30                  
99,0.0,9.84                   
99,0.0,9.86                   
99,0.0,10.33                  
99,0.0,10.66                  
99,0.0,10.34                  
99,0.0,9.95                   
99,0.0,10.73                  
99,0.0,11.01                  
99,0.0,10.06                  
99,0.0,10.93                  
99,0.0,10.42                  
99,0.0,10.81                  
99,0.0,10.46                  
99,0.0,10.50                  
99,0.0,10.55                  
99,0.0,10.32                  
99,0.0,10.13                  
99,0.0,10.24                  
99,0.0,10.46                  
0.,0.0,8.48                   
